Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Notes
Wed Dec 4 2013,7:30 pm,Los Angeles Clippers,97,Atlanta Hawks,107,Box Score,,
Wed Dec 4 2013,7:00 pm,Denver Nuggets,88,Cleveland Cavaliers,98,Box Score,,
Wed Dec 4 2013,8:00 pm,Phoenix Suns,97,Houston Rockets,88,Box Score,,
Wed Dec 4 2013,8:00 pm,Detroit Pistons,105,Milwaukee Bucks,98,Box Score,,
Wed Dec 4 2013,8:00 pm,Dallas Mavericks,100,New Orleans Pelicans,97,Box Score,,
Wed Dec 4 2013,10:00 pm,Oklahoma City Thunder,104,Portland Trail Blazers,111,Box Score,,
Wed Dec 4 2013,9:00 pm,Indiana Pacers,95,Utah Jazz,86,Box Score,,
Thu Dec 5 2013,7:00 pm,New York Knicks,113,Brooklyn Nets,83,Box Score,,
Thu Dec 5 2013,9:30 pm,Miami Heat,87,Chicago Bulls,107,Box Score,,
Thu Dec 5 2013,8:00 pm,Los Angeles Clippers,101,Memphis Grizzlies,81,Box Score,,
Fri Dec 6 2013,7:30 pm,Cleveland Cavaliers,89,Atlanta Hawks,108,Box Score,,
Fri Dec 6 2013,7:30 pm,Denver Nuggets,98,Boston Celtics,106,Box Score,,
Fri Dec 6 2013,7:00 pm,Philadelphia 76ers,88,Charlotte Bobcats,105,Box Score,,
Fri Dec 6 2013,8:00 pm,Golden State Warriors,83,Houston Rockets,105,Box Score,,
Fri Dec 6 2013,8:00 pm,Oklahoma City Thunder,109,New Orleans Pelicans,95,Box Score,,
Fri Dec 6 2013,7:30 pm,Orlando Magic,83,New York Knicks,121,Box Score,,
Fri Dec 6 2013,9:00 pm,Toronto Raptors,97,Phoenix Suns,106,Box Score,,
Fri Dec 6 2013,10:00 pm,Utah Jazz,98,Portland Trail Blazers,130,Box Score,,
Fri Dec 6 2013,10:00 pm,Los Angeles Lakers,106,Sacramento Kings,100,Box Score,,
Fri Dec 6 2013,7:00 pm,Milwaukee Bucks,109,Washington Wizards,105,Box Score,OT,
Sat Dec 7 2013,8:00 pm,Detroit Pistons,92,Chicago Bulls,75,Box Score,,
Sat Dec 7 2013,7:30 pm,Los Angeles Clippers,82,Cleveland Cavaliers,88,Box Score,,
Sat Dec 7 2013,8:00 pm,Golden State Warriors,108,Memphis Grizzlies,82,Box Score,,
Sat Dec 7 2013,8:30 pm,Brooklyn Nets,90,Milwaukee Bucks,82,Box Score,,
Sat Dec 7 2013,8:00 pm,Miami Heat,103,Minnesota Timberwolves,82,Box Score,,
Sat Dec 7 2013,7:00 pm,Denver Nuggets,103,Philadelphia 76ers,92,Box Score,,
Sat Dec 7 2013,10:00 pm,Dallas Mavericks,108,Portland Trail Blazers,106,Box Score,,
Sat Dec 7 2013,8:30 pm,Indiana Pacers,111,San Antonio Spurs,100,Box Score,,
Sat Dec 7 2013,9:00 pm,Sacramento Kings,112,Utah Jazz,102,Box Score,OT,
Sun Dec 8 2013,6:00 pm,Miami Heat,110,Detroit Pistons,95,Box Score,,
Sun Dec 8 2013,7:00 pm,Orlando Magic,88,Houston Rockets,98,Box Score,,
Sun Dec 8 2013,9:30 pm,Toronto Raptors,106,Los Angeles Lakers,94,Box Score,,
Sun Dec 8 2013,12:00 am,Boston Celtics,114,New York Knicks,73,Box Score,,
Sun Dec 8 2013,7:00 pm,Indiana Pacers,94,Oklahoma City Thunder,118,Box Score,,
Mon Dec 9 2013,7:00 pm,Golden State Warriors,111,Charlotte Bobcats,115,Box Score,,
Mon Dec 9 2013,8:00 pm,Orlando Magic,85,Memphis Grizzlies,94,Box Score,,
Mon Dec 9 2013,7:00 pm,Los Angeles Clippers,94,Philadelphia 76ers,83,Box Score,,
Mon Dec 9 2013,10:00 pm,Dallas Mavericks,97,Sacramento Kings,112,Box Score,,
Mon Dec 9 2013,9:00 pm,Portland Trail Blazers,105,Utah Jazz,94,Box Score,,
Mon Dec 9 2013,7:00 pm,Denver Nuggets,75,Washington Wizards,74,Box Score,,
Tue Dec 10 2013,7:30 pm,Oklahoma City Thunder,101,Atlanta Hawks,92,Box Score,,
Tue Dec 10 2013,7:30 pm,Boston Celtics,96,Brooklyn Nets,104,Box Score,,
Tue Dec 10 2013,8:00 pm,Milwaukee Bucks,78,Chicago Bulls,74,Box Score,,
Tue Dec 10 2013,7:00 pm,New York Knicks,94,Cleveland Cavaliers,109,Box Score,,
Tue Dec 10 2013,7:30 pm,Minnesota Timberwolves,121,Detroit Pistons,94,Box Score,,
Tue Dec 10 2013,7:00 pm,Miami Heat,84,Indiana Pacers,90,Box Score,,
Tue Dec 10 2013,10:30 pm,Phoenix Suns,114,Los Angeles Lakers,108,Box Score,,
Tue Dec 10 2013,7:00 pm,San Antonio Spurs,116,Toronto Raptors,103,Box Score,,
Wed Dec 11 2013,7:30 pm,Los Angeles Clippers,96,Boston Celtics,88,Box Score,,
Wed Dec 11 2013,7:00 pm,Orlando Magic,92,Charlotte Bobcats,83,Box Score,,
Wed Dec 11 2013,10:30 pm,Dallas Mavericks,93,Golden State Warriors,95,Box Score,,
Wed Dec 11 2013,8:00 pm,Oklahoma City Thunder,116,Memphis Grizzlies,100,Box Score,,
Wed Dec 11 2013,8:00 pm,San Antonio Spurs,109,Milwaukee Bucks,77,Box Score,,
Wed Dec 11 2013,8:00 pm,Philadelphia 76ers,99,Minnesota Timberwolves,106,Box Score,,
Wed Dec 11 2013,8:00 pm,Detroit Pistons,106,New Orleans Pelicans,111,Box Score,OT,
Wed Dec 11 2013,8:00 pm,Chicago Bulls,78,New York Knicks,83,Box Score,,
Wed Dec 11 2013,10:00 pm,Utah Jazz,122,Sacramento Kings,101,Box Score,,
Thu Dec 12 2013,8:00 pm,Los Angeles Clippers,93,Brooklyn Nets,102,Box Score,,
Thu Dec 12 2013,10:30 pm,Houston Rockets,104,Portland Trail Blazers,111,Box Score,,
Fri Dec 13 2013,7:30 pm,Washington Wizards,99,Atlanta Hawks,101,Box Score,OT,
Fri Dec 13 2013,7:30 pm,New York Knicks,86,Boston Celtics,90,Box Score,,
Fri Dec 13 2013,9:00 pm,Utah Jazz,103,Denver Nuggets,93,Box Score,,
Fri Dec 13 2013,7:30 pm,Brooklyn Nets,99,Detroit Pistons,103,Box Score,,
Fri Dec 13 2013,10:30 pm,Houston Rockets,116,Golden State Warriors,112,Box Score,,
Fri Dec 13 2013,7:00 pm,Charlotte Bobcats,94,Indiana Pacers,99,Box Score,,
Fri Dec 13 2013,8:30 pm,Chicago Bulls,91,Milwaukee Bucks,90,Box Score,,
Fri Dec 13 2013,8:00 pm,Memphis Grizzlies,98,New Orleans Pelicans,104,Box Score,,
Fri Dec 13 2013,8:00 pm,Los Angeles Lakers,97,Oklahoma City Thunder,122,Box Score,,
Fri Dec 13 2013,7:00 pm,Cleveland Cavaliers,109,Orlando Magic,100,Box Score,,
Fri Dec 13 2013,9:00 pm,Sacramento Kings,107,Phoenix Suns,116,Box Score,,
Fri Dec 13 2013,8:30 pm,Minnesota Timberwolves,110,San Antonio Spurs,117,Box Score,,
Fri Dec 13 2013,7:00 pm,Philadelphia 76ers,100,Toronto Raptors,108,Box Score,,
Sat Dec 14 2013,7:00 pm,Los Angeles Lakers,88,Charlotte Bobcats,85,Box Score,,
Sat Dec 14 2013,8:00 pm,Toronto Raptors,99,Chicago Bulls,77,Box Score,,
Sat Dec 14 2013,8:30 pm,Milwaukee Bucks,93,Dallas Mavericks,106,Box Score,,
Sat Dec 14 2013,7:30 pm,Cleveland Cavaliers,107,Miami Heat,114,Box Score,,
Sat Dec 14 2013,7:30 pm,Atlanta Hawks,106,New York Knicks,111,Box Score,,
Sat Dec 14 2013,8:00 pm,Portland Trail Blazers,139,Philadelphia 76ers,105,Box Score,,
Sat Dec 14 2013,9:00 pm,San Antonio Spurs,100,Utah Jazz,84,Box Score,,
Sat Dec 14 2013,7:00 pm,Los Angeles Clippers,113,Washington Wizards,97,Box Score,,
Sun Dec 15 2013,8:00 pm,New Orleans Pelicans,93,Denver Nuggets,102,Box Score,,
Sun Dec 15 2013,6:00 pm,Portland Trail Blazers,111,Detroit Pistons,109,Box Score,OT,
Sun Dec 15 2013,6:00 pm,Minnesota Timberwolves,101,Memphis Grizzlies,93,Box Score,,
Sun Dec 15 2013,7:00 pm,Orlando Magic,98,Oklahoma City Thunder,101,Box Score,,
Sun Dec 15 2013,8:00 pm,Golden State Warriors,102,Phoenix Suns,106,Box Score,,
Sun Dec 15 2013,6:00 pm,Houston Rockets,91,Sacramento Kings,106,Box Score,,
Mon Dec 16 2013,7:30 pm,Los Angeles Lakers,100,Atlanta Hawks,114,Box Score,,
Mon Dec 16 2013,7:30 pm,Minnesota Timberwolves,97,Boston Celtics,101,Box Score,,
Mon Dec 16 2013,7:30 pm,Philadelphia 76ers,94,Brooklyn Nets,130,Box Score,,
Mon Dec 16 2013,8:00 pm,Orlando Magic,83,Chicago Bulls,82,Box Score,,
Mon Dec 16 2013,7:00 pm,Detroit Pistons,101,Indiana Pacers,96,Box Score,,
Mon Dec 16 2013,10:30 pm,San Antonio Spurs,92,Los Angeles Clippers,115,Box Score,,
Mon Dec 16 2013,7:30 pm,Utah Jazz,94,Miami Heat,117,Box Score,,
Mon Dec 16 2013,7:30 pm,Washington Wizards,102,New York Knicks,101,Box Score,,
Tue Dec 17 2013,7:00 pm,Sacramento Kings,87,Charlotte Bobcats,95,Box Score,,
Tue Dec 17 2013,7:00 pm,Portland Trail Blazers,119,Cleveland Cavaliers,116,Box Score,,
Tue Dec 17 2013,9:00 pm,Oklahoma City Thunder,105,Denver Nuggets,93,Box Score,,
Tue Dec 17 2013,10:30 pm,New Orleans Pelicans,93,Golden State Warriors,104,Box Score,,
Tue Dec 17 2013,8:00 pm,Los Angeles Lakers,96,Memphis Grizzlies,92,Box Score,,
Wed Dec 18 2013,7:30 pm,Sacramento Kings,107,Atlanta Hawks,124,Box Score,,
Wed Dec 18 2013,7:30 pm,Detroit Pistons,107,Boston Celtics,106,Box Score,,
Wed Dec 18 2013,7:30 pm,Washington Wizards,113,Brooklyn Nets,107,Box Score,,
Wed Dec 18 2013,8:30 pm,Memphis Grizzlies,91,Dallas Mavericks,105,Box Score,,
Wed Dec 18 2013,9:30 pm,Chicago Bulls,94,Houston Rockets,109,Box Score,,
Wed Dec 18 2013,10:30 pm,New Orleans Pelicans,95,Los Angeles Clippers,108,Box Score,,
Wed Dec 18 2013,7:00 pm,Indiana Pacers,94,Miami Heat,97,Box Score,,
Wed Dec 18 2013,8:00 pm,New York Knicks,107,Milwaukee Bucks,101,Box Score,2OT,
Wed Dec 18 2013,8:00 pm,Portland Trail Blazers,109,Minnesota Timberwolves,120,Box Score,,
Wed Dec 18 2013,7:00 pm,Utah Jazz,86,Orlando Magic,82,Box Score,,
Wed Dec 18 2013,9:00 pm,San Antonio Spurs,108,Phoenix Suns,101,Box Score,,
Wed Dec 18 2013,7:00 pm,Charlotte Bobcats,104,Toronto Raptors,102,Box Score,OT,
Thu Dec 19 2013,10:30 pm,San Antonio Spurs,104,Golden State Warriors,102,Box Score,,
Thu Dec 19 2013,8:00 pm,Chicago Bulls,95,Oklahoma City Thunder,107,Box Score,,
Fri Dec 20 2013,7:30 pm,Utah Jazz,85,Atlanta Hawks,118,Box Score,,
Fri Dec 20 2013,7:30 pm,Milwaukee Bucks,111,Cleveland Cavaliers,114,Box Score,OT,
Fri Dec 20 2013,8:30 pm,Toronto Raptors,109,Dallas Mavericks,108,Box Score,OT,
Fri Dec 20 2013,9:00 pm,Phoenix Suns,103,Denver Nuggets,99,Box Score,,
Fri Dec 20 2013,7:30 pm,Charlotte Bobcats,116,Detroit Pistons,106,Box Score,,
Fri Dec 20 2013,8:00 pm,Houston Rockets,81,Indiana Pacers,114,Box Score,,
Fri Dec 20 2013,10:30 pm,Minnesota Timberwolves,91,Los Angeles Lakers,104,Box Score,,
Fri Dec 20 2013,7:30 pm,Sacramento Kings,103,Miami Heat,122,Box Score,,
Fri Dec 20 2013,7:00 pm,Brooklyn Nets,120,Philadelphia 76ers,121,Box Score,OT,
Sat Dec 21 2013,1:00 pm,Washington Wizards,106,Boston Celtics,99,Box Score,,
Sat Dec 21 2013,7:30 pm,Utah Jazz,88,Charlotte Bobcats,85,Box Score,,
Sat Dec 21 2013,8:00 pm,Cleveland Cavaliers,84,Chicago Bulls,100,Box Score,,
Sat Dec 21 2013,7:30 pm,Houston Rockets,114,Detroit Pistons,97,Box Score,,
Sat Dec 21 2013,10:30 pm,Los Angeles Lakers,83,Golden State Warriors,102,Box Score,,
Sat Dec 21 2013,10:30 pm,Denver Nuggets,91,Los Angeles Clippers,112,Box Score,,
Sat Dec 21 2013,8:30 pm,Philadelphia 76ers,106,Milwaukee Bucks,116,Box Score,,
Sat Dec 21 2013,12:00 am,Memphis Grizzlies,95,New York Knicks,87,Box Score,,
Sat Dec 21 2013,7:00 pm,Sacramento Kings,105,Orlando Magic,100,Box Score,,
Sat Dec 21 2013,9:00 pm,Dallas Mavericks,108,Phoenix Suns,123,Box Score,,
Sat Dec 21 2013,10:00 pm,New Orleans Pelicans,107,Portland Trail Blazers,110,Box Score,,
Sat Dec 21 2013,8:30 pm,Oklahoma City Thunder,113,San Antonio Spurs,100,Box Score,,
Sun Dec 22 2013,6:00 pm,Boston Celtics,79,Indiana Pacers,106,Box Score,,
Sun Dec 22 2013,9:30 pm,Minnesota Timberwolves,116,Los Angeles Clippers,120,Box Score,OT,
Sun Dec 22 2013,7:00 pm,Toronto Raptors,104,Oklahoma City Thunder,98,Box Score,,
Mon Dec 23 2013,7:30 pm,Indiana Pacers,103,Brooklyn Nets,86,Box Score,,
Mon Dec 23 2013,7:00 pm,Milwaukee Bucks,110,Charlotte Bobcats,111,Box Score,OT,
Mon Dec 23 2013,7:00 pm,Detroit Pistons,115,Cleveland Cavaliers,92,Box Score,,
Mon Dec 23 2013,9:00 pm,Golden State Warriors,89,Denver Nuggets,81,Box Score,,
Mon Dec 23 2013,8:00 pm,Dallas Mavericks,111,Houston Rockets,104,Box Score,,
Mon Dec 23 2013,8:00 pm,Utah Jazz,94,Memphis Grizzlies,104,Box Score,,
Mon Dec 23 2013,7:30 pm,Atlanta Hawks,119,Miami Heat,121,Box Score,OT,
Mon Dec 23 2013,7:00 pm,New York Knicks,103,Orlando Magic,98,Box Score,,
Mon Dec 23 2013,9:00 pm,Los Angeles Lakers,90,Phoenix Suns,117,Box Score,,
Mon Dec 23 2013,10:00 pm,New Orleans Pelicans,113,Sacramento Kings,100,Box Score,,
Mon Dec 23 2013,8:30 pm,Toronto Raptors,99,San Antonio Spurs,112,Box Score,,
Wed Dec 25 2013,12:00 am,Chicago Bulls,95,Brooklyn Nets,78,Box Score,,
Wed Dec 25 2013,10:30 pm,Los Angeles Clippers,103,Golden State Warriors,105,Box Score,,
Wed Dec 25 2013,5:00 pm,Miami Heat,101,Los Angeles Lakers,95,Box Score,,
Wed Dec 25 2013,2:30 pm,Oklahoma City Thunder,123,New York Knicks,94,Box Score,,
Wed Dec 25 2013,8:00 pm,Houston Rockets,111,San Antonio Spurs,98,Box Score,,
Thu Dec 26 2013,7:00 pm,Atlanta Hawks,127,Cleveland Cavaliers,125,Box Score,2OT,
Thu Dec 26 2013,8:30 pm,San Antonio Spurs,116,Dallas Mavericks,107,Box Score,,
Thu Dec 26 2013,8:00 pm,Memphis Grizzlies,92,Houston Rockets,100,Box Score,,
Thu Dec 26 2013,10:30 pm,Los Angeles Clippers,112,Portland Trail Blazers,116,Box Score,OT,
Fri Dec 27 2013,7:30 pm,Milwaukee Bucks,93,Brooklyn Nets,104,Box Score,,
Fri Dec 27 2013,7:00 pm,Oklahoma City Thunder,89,Charlotte Bobcats,85,Box Score,,
Fri Dec 27 2013,10:30 pm,Phoenix Suns,86,Golden State Warriors,115,Box Score,,
Fri Dec 27 2013,8:00 pm,Washington Wizards,98,Minnesota Timberwolves,120,Box Score,,
Fri Dec 27 2013,8:00 pm,Denver Nuggets,89,New Orleans Pelicans,105,Box Score,,
Fri Dec 27 2013,7:30 pm,Toronto Raptors,95,New York Knicks,83,Box Score,,
Fri Dec 27 2013,7:00 pm,Detroit Pistons,92,Orlando Magic,109,Box Score,,
Fri Dec 27 2013,10:00 pm,Miami Heat,103,Sacramento Kings,108,Box Score,OT,
Fri Dec 27 2013,9:00 pm,Los Angeles Lakers,103,Utah Jazz,105,Box Score,,
Sat Dec 28 2013,7:30 pm,Charlotte Bobcats,116,Atlanta Hawks,118,Box Score,OT,
Sat Dec 28 2013,1:00 pm,Cleveland Cavaliers,100,Boston Celtics,103,Box Score,,
Sat Dec 28 2013,8:00 pm,Dallas Mavericks,105,Chicago Bulls,83,Box Score,,
Sat Dec 28 2013,8:00 pm,New Orleans Pelicans,98,Houston Rockets,107,Box Score,,
Sat Dec 28 2013,7:00 pm,Brooklyn Nets,91,Indiana Pacers,105,Box Score,,
Sat Dec 28 2013,10:30 pm,Utah Jazz,90,Los Angeles Clippers,98,Box Score,,
Sat Dec 28 2013,8:00 pm,Denver Nuggets,99,Memphis Grizzlies,120,Box Score,,
Sat Dec 28 2013,8:30 pm,Minnesota Timberwolves,117,Milwaukee Bucks,95,Box Score,,
Sat Dec 28 2013,9:00 pm,Philadelphia 76ers,101,Phoenix Suns,115,Box Score,,
Sat Dec 28 2013,10:00 pm,Miami Heat,108,Portland Trail Blazers,107,Box Score,,
Sat Dec 28 2013,7:00 pm,New York Knicks,100,Toronto Raptors,115,Box Score,,
Sat Dec 28 2013,7:00 pm,Detroit Pistons,82,Washington Wizards,106,Box Score,,
Sun Dec 29 2013,6:00 pm,Golden State Warriors,108,Cleveland Cavaliers,104,Box Score,OT,
Sun Dec 29 2013,9:30 pm,Philadelphia 76ers,111,Los Angeles Lakers,104,Box Score,,
Sun Dec 29 2013,7:00 pm,Houston Rockets,86,Oklahoma City Thunder,117,Box Score,,
Sun Dec 29 2013,6:00 pm,Atlanta Hawks,102,Orlando Magic,109,Box Score,,
Sun Dec 29 2013,7:00 pm,Sacramento Kings,104,San Antonio Spurs,112,Box Score,,
Mon Dec 30 2013,9:00 pm,Miami Heat,97,Denver Nuggets,94,Box Score,,
Mon Dec 30 2013,7:30 pm,Washington Wizards,106,Detroit Pistons,99,Box Score,,
Mon Dec 30 2013,10:30 pm,Phoenix Suns,107,Los Angeles Clippers,88,Box Score,,
Mon Dec 30 2013,8:00 pm,Chicago Bulls,95,Memphis Grizzlies,91,Box Score,,
Mon Dec 30 2013,8:00 pm,Dallas Mavericks,100,Minnesota Timberwolves,98,Box Score,,
Mon Dec 30 2013,8:00 pm,Portland Trail Blazers,108,New Orleans Pelicans,110,Box Score,,
Mon Dec 30 2013,9:00 pm,Charlotte Bobcats,80,Utah Jazz,83,Box Score,,
Tue Dec 31 2013,1:00 pm,Atlanta Hawks,92,Boston Celtics,91,Box Score,,
Tue Dec 31 2013,8:00 pm,Toronto Raptors,85,Chicago Bulls,79,Box Score,,
Tue Dec 31 2013,7:00 pm,Sacramento Kings,110,Houston Rockets,106,Box Score,,
Tue Dec 31 2013,3:00 pm,Cleveland Cavaliers,76,Indiana Pacers,91,Box Score,,
Tue Dec 31 2013,10:30 pm,Milwaukee Bucks,94,Los Angeles Lakers,79,Box Score,,
Tue Dec 31 2013,8:00 pm,Portland Trail Blazers,98,Oklahoma City Thunder,94,Box Score,,
Tue Dec 31 2013,5:00 pm,Golden State Warriors,94,Orlando Magic,81,Box Score,,
Tue Dec 31 2013,7:00 pm,Brooklyn Nets,92,San Antonio Spurs,113,Box Score,,
